Job ID,Job Title,Rank,Resume ID,Skills,Experience,Education,Domain,Keyword,Resume Quality,Final Score,Recommendation,Evaluation
1747904829392680,Art Teacher,2,4125,20,15,10,10,5,8,68.67,"The candidate has relevant experience in art education, curriculum development, and student assessments. However, their technical skills are more aligned with web development and graphic design. They lack direct experience in program development, teacher training, and communication skills, which are essential for the Art Education Coordinator role. Their education background is relevant, but it's a Master's in Education, which is not explicitly mentioned in the job description as a required qualification. The candidate's domain relevance is moderate, as they have experience in art education but lack experience in coordinating programs and collaborating with other educators. The keyword match is low, as the candidate's resume does not explicitly mention art education curriculum, program development, or teacher training. The resume quality is average, as it is well-structured but lacks clarity in some sections.","Skills Score: 20
Experience Score: 15
Education Score: 10
Domain Score: 10
Keyword Score: 5
Resume Quality Score: 8

Recommendation:
The candidate has relevant experience in art education, curriculum development, and student assessments. However, their technical skills are more aligned with web development and graphic design. They lack direct experience in program development, teacher training, and communication skills, which are essential for the Art Education Coordinator role. Their education background is relevant, but it's a Master's in Education, which is not explicitly mentioned in the job description as a required qualification. The candidate's domain relevance is moderate, as they have experience in art education but lack experience in coordinating programs and collaborating with other educators. The keyword match is low, as the candidate's resume does not explicitly mention art education curriculum, program development, or teacher training. The resume quality is average, as it is well-structured but lacks clarity in some sections."
1747904829392680,Art Teacher,3,1531,5,0,0,0,0,5,9.5,"The candidate does not seem to match the job description well. They lack relevant experience and education in art education, and their skills are not directly related to the job requirements.","Skills Score: 5
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Explanation:
- Skills Match: The candidate has some relevant skills like 'photographer' and 'videographer', but they are not directly related to art education. The candidate also has 'teacher' and 'marketing' skills, but they are not explicitly mentioned in the job description. (5/25)
- Experience Match: The candidate's resume does not explicitly mention any experience in art education or teaching. (0/25)
- Education Match: The candidate has a BA in Communications, which is not directly related to art education. (0/15)
- Domain Relevance: The candidate's resume does not show any direct relevance to the art education domain. (0/15)
- Keyword Match: The candidate's resume does not explicitly mention any keywords like 'art education curriculum', 'program development', or 'teacher training'. (0/10)
- Resume Quality Score: The candidate's resume is not well-structured and does not clearly highlight their relevant skills and experience. However, it does mention some relevant skills like 'photographer' and 'videographer'. (5/10)

Recommendation:
The candidate does not seem to match the job description well. They lack relevant experience and education in art education, and their skills are not directly related to the job requirements."
1822636506606589,Art Teacher,1,4125,20,15,0,10,5,8,62.0,"The candidate has relevant experience in art education, curriculum development, and student assessments. However, their educational background does not match the job requirements, as they hold an MA in Education, which is not mentioned in the job description. The candidate's skills in art education, curriculum development, and communication are relevant, but they lack technical skills such as program development and teacher training. The candidate's experience as an art teacher assistant and curator assistant demonstrates domain relevance, but their experience as a front-end web developer and project coordinator is not directly related to the job. The candidate's resume is well-structured, but it could be improved by highlighting their relevant experience and skills more clearly.","Skills Score: 20
Experience Score: 15
Education Score: 0
Domain Score: 10
Keyword Score: 5
Resume Quality Score: 8

Recommendation:
The candidate has relevant experience in art education, curriculum development, and student assessments. However, their educational background does not match the job requirements, as they hold an MA in Education, which is not mentioned in the job description. The candidate's skills in art education, curriculum development, and communication are relevant, but they lack technical skills such as program development and teacher training. The candidate's experience as an art teacher assistant and curator assistant demonstrates domain relevance, but their experience as a front-end web developer and project coordinator is not directly related to the job. The candidate's resume is well-structured, but it could be improved by highlighting their relevant experience and skills more clearly."
1822636506606589,Art Teacher,2,4578,20,15,0,10,5,8,62.0,"The candidate has relevant experience in art education, curriculum development, and student assessments. However, their educational background does not match the job requirements, as they hold an MA in Education, which is not mentioned in the job description. The candidate's skills in art education, curriculum development, and communication are relevant, but they lack technical skills such as program development and teacher training. The candidate's experience as an art teacher assistant and curator assistant demonstrates domain relevance, but their experience as a front-end web developer and project coordinator is not directly related to the job. The candidate's resume is well-structured, but it could be improved by highlighting their relevant experience and skills more clearly.","Skills Score: 20
Experience Score: 15
Education Score: 0
Domain Score: 10
Keyword Score: 5
Resume Quality Score: 8

Recommendation:
The candidate has relevant experience in art education, curriculum development, and student assessments. However, their educational background does not match the job requirements, as they hold an MA in Education, which is not mentioned in the job description. The candidate's skills in art education, curriculum development, and communication are relevant, but they lack technical skills such as program development and teacher training. The candidate's experience as an art teacher assistant and curator assistant demonstrates domain relevance, but their experience as a front-end web developer and project coordinator is not directly related to the job. The candidate's resume is well-structured, but it could be improved by highlighting their relevant experience and skills more clearly."
1822636506606589,Art Teacher,3,1531,5,0,0,0,0,5,9.5,"The candidate does not seem to match the job description well. They lack relevant experience, education, and skills in art education. However, they do have some transferable skills like customer service and problem-solving. It would be beneficial for the candidate to gain relevant experience and education in art education to be considered for this role.","Skills Score: 5
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Explanation:
- Skills Match: The candidate has some artistic skills (photographer, videographer), but they are not explicitly mentioned as part of art education curriculum development or teacher training. However, they do have some relevant skills like marketing and customer service. (Score: 5)
- Experience Match: There is no relevant experience mentioned in the resume that matches the job description. (Score: 0)
- Education Match: The candidate has a BA in Communications, which does not match the required M.Com qualification. (Score: 0)
- Domain Relevance: The candidate's experience is mostly in marketing, photography, and film direction, which is not directly related to art education. (Score: 0)
- Keyword Match: The resume does not explicitly mention any keywords from the job description like ""art education curriculum,"" ""program development,"" or ""teacher training."" (Score: 0)
- Resume Quality Score: The resume is not well-structured and does not clearly highlight the candidate's relevant skills and experience. However, it does mention some relevant skills like customer service and problem-solving. (Score: 5)

Recommendation:
The candidate does not seem to match the job description well. They lack relevant experience, education, and skills in art education. However, they do have some transferable skills like customer service and problem-solving. It would be beneficial for the candidate to gain relevant experience and education in art education to be considered for this role."
1891291129748729,Event Planner,1,4869,0,0,0,0,0,5,2.5,"The candidate's resume does not explicitly mention any skills related to wedding planning, venue selection, catering, floral and decor design, or wedding etiquette. However, the resume quality is decent, with a clear and concise format. The candidate has a strong background in business administration and management, but it does not directly relate to the event planning role.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not explicitly mention any skills related to wedding planning, venue selection, catering, floral and decor design, or wedding etiquette. However, the resume quality is decent, with a clear and concise format. The candidate has a strong background in business administration and management, but it does not directly relate to the event planning role."
1891291129748729,Event Planner,2,4419,0,0,0,0,0,5,2.5,"The candidate has a strong resume in terms of structure and content, but lacks direct experience and skills relevant to the Event Planner role. They have experience as an Event Coordinator, but it's not explicitly mentioned in the resume. The candidate's skills, such as project management and communication, are transferable but not directly applicable to the Event Planner role. The candidate's education is in Marketing and Hospitality, which is somewhat relevant but not directly applicable to the Event Planner role. The candidate's experience in customer service and IT security is unrelated to the Event Planner role. The candidate's skills in MS Office and analytical problem-solving are not directly applicable to the Event Planner role.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate has a strong resume in terms of structure and content, but lacks direct experience and skills relevant to the Event Planner role. They have experience as an Event Coordinator, but it's not explicitly mentioned in the resume. The candidate's skills, such as project management and communication, are transferable but not directly applicable to the Event Planner role. The candidate's education is in Marketing and Hospitality, which is somewhat relevant but not directly applicable to the Event Planner role. The candidate's experience in customer service and IT security is unrelated to the Event Planner role. The candidate's skills in MS Office and analytical problem-solving are not directly applicable to the Event Planner role."
1891291129748729,Event Planner,3,4848,0,0,0,0,0,5,2.5,"The candidate's resume does not explicitly mention any skills required for the Event Planner role, such as wedding planning, venue selection, catering and menu planning, floral and decor design, or wedding etiquette. However, the resume does demonstrate strong project management skills, which could be transferable to the role. The candidate's experience is also not relevant to the Event Planner role. The education is not relevant to the role as it is an MBA in Marketing. The resume quality is average due to the lack of clarity and relevance to the job description.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not explicitly mention any skills required for the Event Planner role, such as wedding planning, venue selection, catering and menu planning, floral and decor design, or wedding etiquette. However, the resume does demonstrate strong project management skills, which could be transferable to the role. The candidate's experience is also not relevant to the Event Planner role. The education is not relevant to the role as it is an MBA in Marketing. The resume quality is average due to the lack of clarity and relevance to the job description."
2252571142854596,Architect,1,2590,0,0,0,0,0,5,2.5,"The candidate's resume does not match the job description in terms of skills, experience, education, and domain relevance. However, the resume is well-written and easy to read, which is reflected in the Resume Quality Score. 

The candidate lacks experience in architectural design software, building codes and regulations, and 3D modeling, which are essential skills for the Architect role. Their experience is primarily in graphic design, web development, and motion graphics, which are unrelated to the job description. The candidate also does not have a relevant degree (M.Com) as required by the job description. 

The candidate's skills and experience are more aligned with a graphic designer or web developer role rather than an Architect role. Therefore, it is not recommended to move forward with this candidate for the Architect position.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not match the job description in terms of skills, experience, education, and domain relevance. However, the resume is well-written and easy to read, which is reflected in the Resume Quality Score. 

The candidate lacks experience in architectural design software, building codes and regulations, and 3D modeling, which are essential skills for the Architect role. Their experience is primarily in graphic design, web development, and motion graphics, which are unrelated to the job description. The candidate also does not have a relevant degree (M.Com) as required by the job description. 

The candidate's skills and experience are more aligned with a graphic designer or web developer role rather than an Architect role. Therefore, it is not recommended to move forward with this candidate for the Architect position."
2252571142854596,Architect,2,2969,0,0,0,0,0,5,2.5,"The candidate's resume does not clearly match the job requirements for an Architect. The candidate has experience in web development, graphic design, and game design, but lacks experience in architectural design software, building codes, and regulations. The candidate's education is in Computer Graphics Technology, which is not directly related to architecture. The resume does not contain any keywords from the job description, except for ""3D modeling"" which is mentioned but not in the context of architectural design. The resume quality is average, with some relevant skills and experience, but not enough to match the job requirements.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not clearly match the job requirements for an Architect. The candidate has experience in web development, graphic design, and game design, but lacks experience in architectural design software, building codes, and regulations. The candidate's education is in Computer Graphics Technology, which is not directly related to architecture. The resume does not contain any keywords from the job description, except for ""3D modeling"" which is mentioned but not in the context of architectural design. The resume quality is average, with some relevant skills and experience, but not enough to match the job requirements."
2252571142854596,Architect,3,518,0,0,0,0,0,5,2.5,"The candidate's resume does not clearly match the job requirements for an Architect. The candidate has extensive experience in software development, architecture, and project management, but lacks any relevant experience in architectural design or building codes and regulations. The resume also does not mention any architectural design software, 3D modeling, or visualization skills, which are essential for the job. The education qualification mentioned is a Bachelor's degree, which is not explicitly mentioned in the job description as a requirement. The resume quality is average due to the lack of clear and concise information about the candidate's experience and skills.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not clearly match the job requirements for an Architect. The candidate has extensive experience in software development, architecture, and project management, but lacks any relevant experience in architectural design or building codes and regulations. The resume also does not mention any architectural design software, 3D modeling, or visualization skills, which are essential for the job. The education qualification mentioned is a Bachelor's degree, which is not explicitly mentioned in the job description as a requirement. The resume quality is average due to the lack of clear and concise information about the candidate's experience and skills."
2421048253959975,Architectural Designer,1,3766,10,0,0,0,5,5,21.5,"The candidate does not seem to have the necessary skills and experience for the Architectural Designer position. However, they may be a good fit for a different role within the organization that leverages their administrative and database skills.","Skills Score: 10
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 5
Resume Quality Score: 5

Explanation:
- Skills Match: The candidate has experience with database administration, but there is no mention of AutoCAD, 2D and 3D modeling, or blueprint reading, which are essential skills for an Architectural Designer. (Score: 10)
- Experience Match: There is no relevant experience mentioned in the resume that matches the job description. (Score: 0)
- Education Match: The candidate has an Associate in Architectural Drafting, which is relevant to the job. However, an MBA is not required for this position. (Score: 0)
- Domain Relevance: The candidate's experience is mostly in administrative and database-related roles, which is not relevant to the architectural design domain. (Score: 0)
- Keyword Match: The candidate has mentioned being detail-oriented, which is a required skill. However, they also mentioned being a membership manager, database administrator, and other unrelated roles. (Score: 5)
- Resume Quality Score: The resume is not well-structured and does not clearly highlight the candidate's relevant skills and experience. (Score: 5)

Recommendation:
The candidate does not seem to have the necessary skills and experience for the Architectural Designer position. However, they may be a good fit for a different role within the organization that leverages their administrative and database skills."
2421048253959975,Architectural Designer,2,931,10,0,0,0,5,5,21.5,"The candidate does not appear to be a strong match for the Architectural Designer role. They lack relevant experience, education, and skills. It would be beneficial to provide additional training or guidance to help the candidate develop the necessary skills and qualifications for the role.","Skills Score: 10
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 5
Resume Quality Score: 5

Explanation:
- Skills Match: The candidate has mentioned AutoCAD, which is a required skill. However, they have also mentioned unrelated skills like Photoshop, Illustrator, and JavaScript. Therefore, the score is 10 out of 25.
- Experience Match: There is no relevant experience mentioned in the resume that matches the job description. The candidate has mentioned various unrelated roles and experiences. Therefore, the score is 0 out of 25.
- Education Match: There is no MBA mentioned in the resume, which is a required qualification. Therefore, the score is 0 out of 15.
- Domain Relevance: The candidate has mentioned various unrelated roles and experiences, such as customer service, sales, and marketing. Therefore, the score is 0 out of 15.
- Keyword Match: The candidate has mentioned some relevant keywords like CAD, drafting, and AutoCAD. However, they have also mentioned unrelated keywords like SEO, HTML, and CSS. Therefore, the score is 5 out of 10.
- Resume Quality Score: The resume is disorganized and lacks clarity. It appears to be a collection of unrelated skills and experiences. Therefore, the score is 5 out of 10.

Recommendation:
The candidate does not appear to be a strong match for the Architectural Designer role. They lack relevant experience, education, and skills. It would be beneficial to provide additional training or guidance to help the candidate develop the necessary skills and qualifications for the role."
2421048253959975,Architectural Designer,3,2590,0,0,0,0,0,5,2.5,"The candidate's resume does not match the job description in any of the required categories. The candidate has experience in graphic design, web development, and motion graphics, but none of these skills are relevant to the Architectural Designer role. The candidate's education is also not relevant to the job description, as they have a Bachelor of Science in Arts Animation, which is not a requirement for the Architectural Designer position. The candidate's resume is well-written and easy to read, but it does not demonstrate any relevant skills or experience for the job.","Skills Score: 0
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not match the job description in any of the required categories. The candidate has experience in graphic design, web development, and motion graphics, but none of these skills are relevant to the Architectural Designer role. The candidate's education is also not relevant to the job description, as they have a Bachelor of Science in Arts Animation, which is not a requirement for the Architectural Designer position. The candidate's resume is well-written and easy to read, but it does not demonstrate any relevant skills or experience for the job."
2438881208917048,Family Lawyer,1,2511,20,15,5,10,5,8,65.33,"The candidate has a strong background in law, with experience as a staff attorney, associate attorney, and law clerk. However, their experience is more focused on litigation and case management rather than mediation. They do possess some relevant skills such as conflict resolution, negotiation, and communication skills, but their technical skills in mediation and mediation techniques are not explicitly mentioned. Their education is relevant, but the JD is not explicitly mentioned as a requirement in the job description. The candidate's resume quality is good, but it could be improved by highlighting their relevant experience and skills more clearly.","Skills Score: 20
Experience Score: 15
Education Score: 5
Domain Score: 10
Keyword Score: 5
Resume Quality Score: 8

Recommendation:
The candidate has a strong background in law, with experience as a staff attorney, associate attorney, and law clerk. However, their experience is more focused on litigation and case management rather than mediation. They do possess some relevant skills such as conflict resolution, negotiation, and communication skills, but their technical skills in mediation and mediation techniques are not explicitly mentioned. Their education is relevant, but the JD is not explicitly mentioned as a requirement in the job description. The candidate's resume quality is good, but it could be improved by highlighting their relevant experience and skills more clearly."
2438881208917048,Family Lawyer,2,1531,10,0,0,0,0,5,16.5,"The candidate's resume does not clearly match the job description. The candidate has a BA in Communications, but it does not match the required BA qualification. The candidate's experience is mostly unrelated to the job description, and there is no mention of mediation, conflict resolution, or legal knowledge. The skills mentioned in the resume, such as communication skills and problem-solving, are relevant but not specific to the job description. The resume quality is average due to the lack of clarity and relevance to the job description.","Skills Score: 10
Experience Score: 0
Education Score: 0
Domain Score: 0
Keyword Score: 0
Resume Quality Score: 5

Recommendation:
The candidate's resume does not clearly match the job description. The candidate has a BA in Communications, but it does not match the required BA qualification. The candidate's experience is mostly unrelated to the job description, and there is no mention of mediation, conflict resolution, or legal knowledge. The skills mentioned in the resume, such as communication skills and problem-solving, are relevant but not specific to the job description. The resume quality is average due to the lack of clarity and relevance to the job description."
