person_id,name,email,phone,linkedin,institution,program,title,firm,start_date,end_date,skills,abilities,resume_text
5628,ui developer,,,,southern arkansas university jawaharlal technological university,master of science in computer and information science bachelor of technology in technology,ui developer front end developer front end developer,propel app technologies learn beyond strawberry branding,04 2017 06 2016 11 2013,present 04 2017 12 2014,javascript dom manipulation css grids react js redux animations flux react native jira npm grunt express angular typescript google maps api react router redux architecture node js jwt single sign on firebase html5 css3 javascript es6 angular mean stack rxjs observables html5 css javascript jquery bootstrap json ajax,proficiency in javascript core concepts implemented css grids without using any css frameworks experience in using react js components forms events keys router plus redux animations and flux concept good experience in react js for creating interactive ui s expertise in react component for ux library used jira for bug tracking and issue tracking used node package manager npm to manage modules used it to install useful tools as grunt and express led the development and adoption of angular for a dashboard web app developed the inventory system for daily tracking of inventory in real time by using web framework angular designed delivery system to track the items which led to improve efficiency by 20 worked on responsive design and developed a single isomorphic responsive website working with react router for developing single page applications spas developed react js applications using redux architecture for front end ui and node js applications for backend led javascript development governing all frontend code to be modular and maintainable and monitor the performance built scalable apis using typescript to fetch vendor record details secured apis through authorization re architected the front end code to bring all the vendors into one platform using angular and typescript created user authentication service with jwt and single sign on services overhauled performance of the app that serves 100k requests per month to reduce page load speed by 25 reducing codebase by 30 to improve email sending code maintainability and site reliability developed single page application spa using angular and injected generic services using angular 5 implemented google firebase to record claimant information into cloud database and authentication,southern arkansas university jawaharlal technological university master of science in computer and information science bachelor of technology in technology ui developer front end developer front end developer propel app technologies learn beyond strawberry branding javascript dom manipulation css grids react js redux animations flux react native jira npm grunt express angular typescript google maps api react router redux architecture node js jwt single sign on firebase html5 css3 javascript es6 angular mean stack rxjs observables html5 css javascript jquery bootstrap json ajax proficiency in javascript core concepts implemented css grids without using any css frameworks experience in using react js components forms events keys router plus redux animations and flux concept good experience in react js for creating interactive ui s expertise in react component for ux library used jira for bug tracking and issue tracking used node package manager npm to manage modules used it to install useful tools as grunt and express led the development and adoption of angular for a dashboard web app developed the inventory system for daily tracking of inventory in real time by using web framework angular designed delivery system to track the items which led to improve efficiency by 20 worked on responsive design and developed a single isomorphic responsive website working with react router for developing single page applications spas developed react js applications using redux architecture for front end ui and node js applications for backend led javascript development governing all frontend code to be modular and maintainable and monitor the performance built scalable apis using typescript to fetch vendor record details secured apis through authorization re architected the front end code to bring all the vendors into one platform using angular and typescript created user authentication service with jwt and single sign on services overhauled performance of the app that serves 100k requests per month to reduce page load speed by 25 reducing codebase by 30 to improve email sending code maintainability and site reliability developed single page application spa using angular and injected generic services using angular 5 implemented google firebase to record claimant information into cloud database and authentication 04 2017 06 2016 11 2013 present 04 2017 12 2014
49956,sr big data data engineer,,,,,,sr big data data engineer sr big data hadoop developer hadoop developer java developer java developer,at t scripps health merck pharmaceuticals ltd dedicated tech services inc general dynamics information technology,04 2018 02 2015 10 2013 11 2011 05 2009,present 03 2018 01 2015 09 2013 10 2011,hadoop spark scala java map reduce hdfs cassandra ambari hive pig sqoop flume linux python kafka storm shell scripting xml etl eclipse cloudera db2 sql server mysql aws hbase hadoop java mapreduce hdfs hive pig sqoop flume linux python spark impala scala kafka storm shell scripting xml eclipse cloudera db2 sql server mysql autosys talend aws hbase apache hadoop java jdk1 6 j2ee jdbc servlets jsp linux xml web logic soap wsdl hbase hive pig sqoop zookeeper nosql hbase r mahout map reduce cloudera hdfs flume impala tableau talend mysql html5 css mongodb java j2ee jsp servlets struts 1 1 spring junit eclipse apache ant jsp javabeans javascript tomcat 4 1 oracle 9i xml xslt html dhtml xhtml css tiles ajax db2 udb pl sql xml spy spring jsp servlets rest oracle ajax java script jquery hibernate web logic log4j html xml cvs eclipse soap web services xslt xsd unix maven jenkins shell scripting mvs ispf,hadoop ecosystem big data analytics data engineer hadoop distributions nosql databases search engine technologies hdfs file formats mapreduce streaming python development java development linux shell scripting oozie workflow scheduler sqoop data migration flume and kafka streaming apache spark with scala data warehousing etl agile methodologies software development life cycle,sr big data data engineer sr big data hadoop developer hadoop developer java developer java developer at t scripps health merck pharmaceuticals ltd dedicated tech services inc general dynamics information technology hadoop spark scala java map reduce hdfs cassandra ambari hive pig sqoop flume linux python kafka storm shell scripting xml etl eclipse cloudera db2 sql server mysql aws hbase hadoop java mapreduce hdfs hive pig sqoop flume linux python spark impala scala kafka storm shell scripting xml eclipse cloudera db2 sql server mysql autosys talend aws hbase apache hadoop java jdk1 6 j2ee jdbc servlets jsp linux xml web logic soap wsdl hbase hive pig sqoop zookeeper nosql hbase r mahout map reduce cloudera hdfs flume impala tableau talend mysql html5 css mongodb java j2ee jsp servlets struts 1 1 spring junit eclipse apache ant jsp javabeans javascript tomcat 4 1 oracle 9i xml xslt html dhtml xhtml css tiles ajax db2 udb pl sql xml spy spring jsp servlets rest oracle ajax java script jquery hibernate web logic log4j html xml cvs eclipse soap web services xslt xsd unix maven jenkins shell scripting mvs ispf hadoop ecosystem big data analytics data engineer hadoop distributions nosql databases search engine technologies hdfs file formats mapreduce streaming python development java development linux shell scripting oozie workflow scheduler sqoop data migration flume and kafka streaming apache spark with scala data warehousing etl agile methodologies software development life cycle 04 2018 02 2015 10 2013 11 2011 05 2009 present 03 2018 01 2015 09 2013 10 2011
22061,front end developer,,,,lindenwood university,b s in computer science,front end developer construction worker head coach internship,salty seaclothing xpert building little big sports elevation church,01 19 05 15 01 13 01 13,05 19 08 15 12 14 12 13,java c c html css mysql javascript wordpress,time management problem solving highly developed verbal and written communication skills strong attention to detail demonstrated flexibility change readiness and initiative robust analytical and problem solving skills strong time management,lindenwood university b s in computer science front end developer construction worker head coach internship salty seaclothing xpert building little big sports elevation church java c c html css mysql javascript wordpress time management problem solving highly developed verbal and written communication skills strong attention to detail demonstrated flexibility change readiness and initiative robust analytical and problem solving skills strong time management 01 19 05 15 01 13 01 13 05 19 08 15 12 14 12 13
4156,health guide cc4 national large group,,,,st petersburg college,bachelor of business administration in health care administration management,health guide cc4 national large group health guide cc4 national large group customer service real estate agent manager gsa specialist front end developer medical billing insurance front desk staff,anthem anthem weichet realtors gsa services luxor llc medical billing insurance medical billing insurance,01 2018 01 2017 01 2015 01 2012 01 2005 01 2002 01 1999,present 12 2018 12 2018 12 2015 12 2012 12 2005 12 2002,customer service operations customer service operations,customer service operations computer savvy front office operations,st petersburg college bachelor of business administration in health care administration management health guide cc4 national large group health guide cc4 national large group customer service real estate agent manager gsa specialist front end developer medical billing insurance front desk staff anthem anthem weichet realtors gsa services luxor llc medical billing insurance medical billing insurance customer service operations customer service operations customer service operations computer savvy front office operations 01 2018 01 2017 01 2015 01 2012 01 2005 01 2002 01 1999 present 12 2018 12 2018 12 2015 12 2012 12 2005 12 2002
1415,brent blosse,bblosse67 gmail com,574 349 0785,,goshen college,bachelor of science in leadership,manager of project management acting senior database architect information technology manager database administration manager financial systems analyst database administrator pc technician,goshen health goshen health goshen health goshen health goshen health goshen health,06 17 01 15 01 13 01 05 01 02 10 99,08 19 06 17 01 15 01 13 01 05 01 02,project planning database architecture database design database development database testing database management database maintenance database troubleshooting technical systems management policy and procedure development governance processes service desk management customer service project management plan management metrics team performance data analysis security assessments vulnerability assessment risk mitigation intrusion detection sql server management sql backups sql upgrades sql custom queries database access provisioning data security sql business analysis data analysis custom report writing data extract automation crystal reports single sign on finance budgeting system support printer programming audio visual support dashboard development business decision support database performance analysis database integrity database security access control backup and recovery planning capacity planning it project management database programming multimedia programming,project management change management risk analysis remediation team development strategic planning sql programming microsoft suite vmware administration data security program development,goshen college bachelor of science in leadership manager of project management acting senior database architect information technology manager database administration manager financial systems analyst database administrator pc technician goshen health goshen health goshen health goshen health goshen health goshen health project planning database architecture database design database development database testing database management database maintenance database troubleshooting technical systems management policy and procedure development governance processes service desk management customer service project management plan management metrics team performance data analysis security assessments vulnerability assessment risk mitigation intrusion detection sql server management sql backups sql upgrades sql custom queries database access provisioning data security sql business analysis data analysis custom report writing data extract automation crystal reports single sign on finance budgeting system support printer programming audio visual support dashboard development business decision support database performance analysis database integrity database security access control backup and recovery planning capacity planning it project management database programming multimedia programming project management change management risk analysis remediation team development strategic planning sql programming microsoft suite vmware administration data security program development 06 17 01 15 01 13 01 05 01 02 10 99 08 19 06 17 01 15 01 13 01 05 01 02
29692,cyber security analyst cyber security analyst cyber security analyst,,,,western governors university utah valley university,m s in cybersecurity and information assurance b s in information technology,cyber security analyst provide support to enterprise customers utilizing emc s vmax family of products it support technician it academic coursework tutor,bae systems inc bae systems inc equinox it services utah valley university,07 17 05 16 08 15 03 15,present 06 17 05 16 08 15,cyber best practices software testing requirements rmf and disa appdev stig approved software list industry best practices industry tools and vendors mentor junior level employees us based customers with specific us only service contracts mls spanish support to spanish speaking enterprise customers maintain and update knowledge base resolution of any data loss or data unavailability events proactive support of vmax storage arrays collaboration with different product teams active directory microsoft office suite nextgen infrastructure management tool maintain and update knowledge base consult with clients on best it practices assisted students with technical academic coursework,cyber best practices software testing requirements approved software list industry best practices industry tools and vendors mentor junior level employees us based customers with specific us only service contracts mls spanish support to spanish speaking enterprise customers maintain and update knowledge base resolution of any data loss or data unavailability events proactive support of vmax storage arrays collaboration with different product teams active directory microsoft office suite nextgen infrastructure management tool consult with clients on best it practices assisted students with technical academic coursework,western governors university utah valley university m s in cybersecurity and information assurance b s in information technology cyber security analyst provide support to enterprise customers utilizing emc s vmax family of products it support technician it academic coursework tutor bae systems inc bae systems inc equinox it services utah valley university cyber best practices software testing requirements rmf and disa appdev stig approved software list industry best practices industry tools and vendors mentor junior level employees us based customers with specific us only service contracts mls spanish support to spanish speaking enterprise customers maintain and update knowledge base resolution of any data loss or data unavailability events proactive support of vmax storage arrays collaboration with different product teams active directory microsoft office suite nextgen infrastructure management tool maintain and update knowledge base consult with clients on best it practices assisted students with technical academic coursework cyber best practices software testing requirements approved software list industry best practices industry tools and vendors mentor junior level employees us based customers with specific us only service contracts mls spanish support to spanish speaking enterprise customers maintain and update knowledge base resolution of any data loss or data unavailability events proactive support of vmax storage arrays collaboration with different product teams active directory microsoft office suite nextgen infrastructure management tool consult with clients on best it practices assisted students with technical academic coursework 07 17 05 16 08 15 03 15 present 06 17 05 16 08 15
22648,lauren morrow,,,http linkedin com in lauren morrow,eastern washington university,bachelor of business administration in management,jr front end developer qa analyst admin data specialist,gosite alpine,05 18 11 16,07 19 04 18,git sublime html css wordpress wix godaddy squarespace jira qa mobile desktop gsuite google domains donorperfect fareharbor payroll cash handling data entry reporting customer service,front end developer qa analyst admin data specialist,eastern washington university bachelor of business administration in management jr front end developer qa analyst admin data specialist gosite alpine git sublime html css wordpress wix godaddy squarespace jira qa mobile desktop gsuite google domains donorperfect fareharbor payroll cash handling data entry reporting customer service front end developer qa analyst admin data specialist 05 18 11 16 07 19 04 18
31730,sr salesforce developer admin,,,,,,sr salesforce developer admin sr salesforce developer admin salesforce developer salesforce developer developer admin salesforce com java developer,indianapolis quintiles lowell five bank fis global solutions neustar novartis india,05 2018 02 2017 03 2015 01 2013 11 2010 01 2009,present 04 2018 01 2017 02 2015 12 2012 10 2010,salesforce lightning apex visualforce data loader workflow approvals reports custom objects custom tabs email services security controls sandbox data loading sf explorer and eclipse ide plug in appexchange apps soap and rest api visualforce pages apex classes lightning components custom fields objects forms workflows interfaces records user roles service cloud console apex triggers data migration asynchronous callouts standard salesforce objects force com platform technologies sales cloud service cloud chatter appexchange applications lightning design system slds restful apis apttus cpq and contract management custom objects custom settings custom labels validation rules record types custom tabs workflow rule approval process field updates email alerts accounts contacts leads opportunities reports wave analytics service cloud service console customer portal case feed knowledge sosl query sales cloud opportunity management case management mule esb soa eai apex classes apex triggers apex controllers lightning components lightning design system lightning app builder apttus cpq apttus clm informatica salesforce com application setup custom objects visualforce pages triggers validation rules workflow rules email alerts security controls shared settings marketing process lead routing lead escalation approval processes user management roles profiles data migration page layouts visualforce components force com eclipse ide custom buttons custom links reports dashboards salesforce com administration salesforce com development salesforce com analysis reports dashboards data quality data integrity activity dashboards workflow rules approval processes page layouts security validation rules email custom buttons custom links profiles permissions security and sharing rules accounts contacts leads campaigns database cleanup user support training translation workbench report design analytic snapshots siebel sap business objects java j2ee servlets jsp jpa struts javascript sql xml xslt html css uml perl jboss rad mysql unix,salesforce development salesforce administration apex visualforce lightning data migration integration workflow reporting custom objects java development j2ee struts database unix,sr salesforce developer admin sr salesforce developer admin salesforce developer salesforce developer developer admin salesforce com java developer indianapolis quintiles lowell five bank fis global solutions neustar novartis india salesforce lightning apex visualforce data loader workflow approvals reports custom objects custom tabs email services security controls sandbox data loading sf explorer and eclipse ide plug in appexchange apps soap and rest api visualforce pages apex classes lightning components custom fields objects forms workflows interfaces records user roles service cloud console apex triggers data migration asynchronous callouts standard salesforce objects force com platform technologies sales cloud service cloud chatter appexchange applications lightning design system slds restful apis apttus cpq and contract management custom objects custom settings custom labels validation rules record types custom tabs workflow rule approval process field updates email alerts accounts contacts leads opportunities reports wave analytics service cloud service console customer portal case feed knowledge sosl query sales cloud opportunity management case management mule esb soa eai apex classes apex triggers apex controllers lightning components lightning design system lightning app builder apttus cpq apttus clm informatica salesforce com application setup custom objects visualforce pages triggers validation rules workflow rules email alerts security controls shared settings marketing process lead routing lead escalation approval processes user management roles profiles data migration page layouts visualforce components force com eclipse ide custom buttons custom links reports dashboards salesforce com administration salesforce com development salesforce com analysis reports dashboards data quality data integrity activity dashboards workflow rules approval processes page layouts security validation rules email custom buttons custom links profiles permissions security and sharing rules accounts contacts leads campaigns database cleanup user support training translation workbench report design analytic snapshots siebel sap business objects java j2ee servlets jsp jpa struts javascript sql xml xslt html css uml perl jboss rad mysql unix salesforce development salesforce administration apex visualforce lightning data migration integration workflow reporting custom objects java development j2ee struts database unix 05 2018 02 2017 03 2015 01 2013 11 2010 01 2009 present 04 2018 01 2017 02 2015 12 2012 10 2010
25354,it project manager,,,,university of ghana project management knowledge tree technologies,bachelor s in information studies pmbok based course in project management,it project manager it manager it business development,kelsam ghana limited emmaland cardero group of companies iburst africa,09 2012 07 2010 04 2008,04 2018 08 2012 06 2010,computer networking telephony security systems installation surveillance cameras alarm systems access control home automation project scope definition project planning project scheduling organizational structure team coordination team motivation task assignment project tracking project status reporting corrective actions lan infrastructure setup and management security vulnerability analysis website design and management corporate email management cctv system setup and management hardware and software procurement it product and service sales product and service presentation and demonstration promotions organization product and service installation and configuration after sales service and support,self motivated confident multi tasking organizational skills confidentiality discretion tact diplomacy professionalism,university of ghana project management knowledge tree technologies bachelor s in information studies pmbok based course in project management it project manager it manager it business development kelsam ghana limited emmaland cardero group of companies iburst africa computer networking telephony security systems installation surveillance cameras alarm systems access control home automation project scope definition project planning project scheduling organizational structure team coordination team motivation task assignment project tracking project status reporting corrective actions lan infrastructure setup and management security vulnerability analysis website design and management corporate email management cctv system setup and management hardware and software procurement it product and service sales product and service presentation and demonstration promotions organization product and service installation and configuration after sales service and support self motivated confident multi tasking organizational skills confidentiality discretion tact diplomacy professionalism 09 2012 07 2010 04 2008 04 2018 08 2012 06 2010
47215,michael tidwell,,,,georgia gwinnett college georgia institute of technology,b s in information technology m s in computer science,software developer it security analyst quality engineer intern development intern,general motors innovation center nextgen healthcare,02 2014 12 2013 09 2012 05 2012,present 02 2014 01 2014 09 2012,pl sql linux server scripts ibm s etl tool datastage vulnerability and asset management mcafee vulnerability manager perl c point of sale and atm software hardware testing system integration testing linux training microsoft sql server application development lifecycle,leading team based development projects designing and building effective business solutions supporting business analyst conducting data architect tasks lead optimization and good practice efforts root cause analysis inspecting and validating code assigning tasks to team members participated in security software procurement architecture solution proposals migration of technology infrastructure investigated and resolved security breaches tested point of sale and atm software hardware solutions installed client server systems provided test coverage for new and existing hardware software conducted system integration testing developed code in perl and c automated tedious tasks troubleshot networks reported defects found during testing confirmed solutions communicated daily with technical leads developers and project managers provided and maintained virtual environments backed up and restored terminals replaced defective hardware components conducted linux training sessions led multiple customer projects became the lead quality engineer on my team performed development customer support calls gained access to customer s production databases fixed data integrity errors through microsoft sql server learned and gained experience in all phases of the application development lifecycle performed various programming tasks collaborated with senior level developers,georgia gwinnett college georgia institute of technology b s in information technology m s in computer science software developer it security analyst quality engineer intern development intern general motors innovation center nextgen healthcare pl sql linux server scripts ibm s etl tool datastage vulnerability and asset management mcafee vulnerability manager perl c point of sale and atm software hardware testing system integration testing linux training microsoft sql server application development lifecycle leading team based development projects designing and building effective business solutions supporting business analyst conducting data architect tasks lead optimization and good practice efforts root cause analysis inspecting and validating code assigning tasks to team members participated in security software procurement architecture solution proposals migration of technology infrastructure investigated and resolved security breaches tested point of sale and atm software hardware solutions installed client server systems provided test coverage for new and existing hardware software conducted system integration testing developed code in perl and c automated tedious tasks troubleshot networks reported defects found during testing confirmed solutions communicated daily with technical leads developers and project managers provided and maintained virtual environments backed up and restored terminals replaced defective hardware components conducted linux training sessions led multiple customer projects became the lead quality engineer on my team performed development customer support calls gained access to customer s production databases fixed data integrity errors through microsoft sql server learned and gained experience in all phases of the application development lifecycle performed various programming tasks collaborated with senior level developers 02 2014 12 2013 09 2012 05 2012 present 02 2014 01 2014 09 2012
26604,raffaele davide fossa,,,http linkedin com in raffaele davide fossa,idaho university brigham young university,bachelor of science in computer information technology in financial accounting,it project manager it research specialist technician,byu idaho university byu idaho university pc frog s r l,01 18 12 16 02 15,present 12 17 07 16,budgeting estimating scheduling it smartphone screen repair computer optimization,led a team defined and communicated job expectations planned monitored and coached built trusting relationships established personal networks presented reports conducted detailed research created effective research processes improved store popularity increased customer satisfaction achieved and exceeded company expectations tested new technology implemented new technology,idaho university brigham young university bachelor of science in computer information technology in financial accounting it project manager it research specialist technician byu idaho university byu idaho university pc frog s r l budgeting estimating scheduling it smartphone screen repair computer optimization led a team defined and communicated job expectations planned monitored and coached built trusting relationships established personal networks presented reports conducted detailed research created effective research processes improved store popularity increased customer satisfaction achieved and exceeded company expectations tested new technology implemented new technology 01 18 12 16 02 15 present 12 17 07 16
46920,mervyn chapman,,,http www linkedin com in mervynchapman,western governors university western governors university devry institute of technology,master of science in information security and assurance bachelor of science in information technology associate of science in electronics technology,vciso practice lead manager director it security hipaa security officer information security analyst field engineer technology manager field engineer,roundtower technologies surgical care affiliates wellstar west georgia health cpak eller and sons trees equitrac corp,10 2016 03 2013 03 2008 07 2007 12 2001 01 2000,present 10 2016 03 2013 03 2008 07 2007 01 2003,governance risk and compliance it risk management policy development security architecture design awareness training compliance and risk management identity and access management data protection security assurance hipaa compliance risk management incident response threat management security awareness training vendor risk assessment information security risk assessments iam policies and procedures vulnerability assessments hipaa hitech desktop and mobile encryption security awareness training active directory pki ticketing systems client management technology infrastructure payroll equipment and software procurement network and application upgrades erp software development sales presentations cost recovery software sql scripting training material development beta testing and benchmarking,cybersecurity strategy security assurance programs incident response management data loss protection security program oversight multi factor authentication privileged access management risk management analysis vulnerability management policy development endpoint protection configuration management identity management compliance gap analysis asset management nist hipaa pci sox gdpr it infrastructure disaster recovery,western governors university western governors university devry institute of technology master of science in information security and assurance bachelor of science in information technology associate of science in electronics technology vciso practice lead manager director it security hipaa security officer information security analyst field engineer technology manager field engineer roundtower technologies surgical care affiliates wellstar west georgia health cpak eller and sons trees equitrac corp governance risk and compliance it risk management policy development security architecture design awareness training compliance and risk management identity and access management data protection security assurance hipaa compliance risk management incident response threat management security awareness training vendor risk assessment information security risk assessments iam policies and procedures vulnerability assessments hipaa hitech desktop and mobile encryption security awareness training active directory pki ticketing systems client management technology infrastructure payroll equipment and software procurement network and application upgrades erp software development sales presentations cost recovery software sql scripting training material development beta testing and benchmarking cybersecurity strategy security assurance programs incident response management data loss protection security program oversight multi factor authentication privileged access management risk management analysis vulnerability management policy development endpoint protection configuration management identity management compliance gap analysis asset management nist hipaa pci sox gdpr it infrastructure disaster recovery 10 2016 03 2013 03 2008 07 2007 12 2001 01 2000 present 10 2016 03 2013 03 2008 07 2007 01 2003
33474,associate system administrator,,,,radford university,bachelor of science in computer science in computer networking,associate system administrator tier 1 technical support network engineering intern,iron bow technology nas partitioning nas to nas and cloud environment cloudbackup nvr,01 18 06 17 05 16,present 01 18 08 16,active directory system administrator office 365 proof point cisco sma cisco esa serive now cherwell nas webex cisco jabber cisco voip synology nas raid configuration data backup cisco switches cisco routers remote access equipment bandwidth aggregation network troubleshooting configuration management,computer science graduate computer networking creative problem solving attention to detail quick adaptation project execution active directory administration office 365 administration windows imaging cisco video conferencing cisco jabber administration access control management asset management tier 1 technical support nas configuration data backup network configuration network troubleshooting,radford university bachelor of science in computer science in computer networking associate system administrator tier 1 technical support network engineering intern iron bow technology nas partitioning nas to nas and cloud environment cloudbackup nvr active directory system administrator office 365 proof point cisco sma cisco esa serive now cherwell nas webex cisco jabber cisco voip synology nas raid configuration data backup cisco switches cisco routers remote access equipment bandwidth aggregation network troubleshooting configuration management computer science graduate computer networking creative problem solving attention to detail quick adaptation project execution active directory administration office 365 administration windows imaging cisco video conferencing cisco jabber administration access control management asset management tier 1 technical support nas configuration data backup network configuration network troubleshooting 01 18 06 17 05 16 present 01 18 08 16
34666,joshua frontz,,,http www linkedin com in joshua frontz,northern kentucky university,bachelor of science in computer information technology,desktop engineer assistant to the shift leader systems analyst interim network administrator,forward edge firehouse subs northern kentucky university skytechbb,06 19 04 18 05 16 04 15,present 12 18 12 18 03 16,freshdesk chromebooks lenovo devices sccm customer service active directory office 365 server maintenance account management client installation billing customer support,desktop engineer systems analyst network administrator troubleshooting customer service active directory office 365 server maintenance account management client installation billing scripting programming,northern kentucky university bachelor of science in computer information technology desktop engineer assistant to the shift leader systems analyst interim network administrator forward edge firehouse subs northern kentucky university skytechbb freshdesk chromebooks lenovo devices sccm customer service active directory office 365 server maintenance account management client installation billing customer support desktop engineer systems analyst network administrator troubleshooting customer service active directory office 365 server maintenance account management client installation billing scripting programming 06 19 04 18 05 16 04 15 present 12 18 12 18 03 16
27150,lead it project support engineer lead it project support engineer lead it project support engineer,,,,city university london london metropolitan university covenant university ota,post graduate diploma in business systems analysis and design graduate certificate in business information technology,lead it project support engineer it project support analyst it project analyst data integration asst manager information technology hsse dept it business analyst project analyst,hemmersbach us llc canadian imperial bank of commerce schaumburg community church samsung heavy industries nigeria fze digital bananas technologylondon uk,12 2018 08 2018 03 2017 10 2013 03 2011,present 12 2018 08 2018 12 2016 10 2013,create update and close tickets on service caf ticketing system daily schedule coordination and replacement of over 20 laptops using usmt tool update users application software using software center provide day to day technical support to employees simulate user problems to resolve operating difficulties install configure and troubleshoot windows and mac systems provide advanced support for multiple enterprise applications perform systems integration analysis recommend hardware and software solutions interact with network systems administration and applications development schedule and deploy personal computer systems and software install upgrade all pc s and peripherals advanced use of imaging solutions for pc image creation and os installation respond to customer requests incidents and provide first level support remotely access diagnose and resolve requests provide advanced support for multiple enterprise applications oversee configuration maintenance and troubleshooting of end user workstation hardware software and peripheral devices relocate or change new user equipment conduct it equipment inventories and reconciliations install and configure and support voip ip based telephone co ordinated and supported a team of data entry personnel and data analysts during data integration within citrix receiver platform power church database identified metrics tracking actionable items updating project pages and attending project meetings experience with outlook slack team viewer citrix receiver cisco webex microsoft visio and jira install and upgrade hardware and software components develop and document technical processes provide technical solutions and troubleshooting services ensure proper working order of all terminals and servers provide advanced support for multiple enterprise applications oversee configuration maintenance and troubleshooting of end user workstation hardware software and peripheral devices relocate or change new user equipment conduct it equipment inventories and reconciliations maintain continual communication with end users identify gaps develop ideas create and implement software solutions ability to configure and support voip ip based telephone researched and analyzed business processes and procedures designed and implemented automated business solutions for clients in the insurance industry mastered and trained proprietary technology for multiple projects simultaneously first project completed in 90 days in an industry that averages 10 months to completion interviewed business clients to analyze their business requirements recommended and designed technological improvements to their business processes and operational procedures developed process mapping of current and future business processes prototyped new procedures and trained new users on software enhancements,time management quality assurance excel project coordination project management,city university london london metropolitan university covenant university ota post graduate diploma in business systems analysis and design graduate certificate in business information technology lead it project support engineer it project support analyst it project analyst data integration asst manager information technology hsse dept it business analyst project analyst hemmersbach us llc canadian imperial bank of commerce schaumburg community church samsung heavy industries nigeria fze digital bananas technologylondon uk create update and close tickets on service caf ticketing system daily schedule coordination and replacement of over 20 laptops using usmt tool update users application software using software center provide day to day technical support to employees simulate user problems to resolve operating difficulties install configure and troubleshoot windows and mac systems provide advanced support for multiple enterprise applications perform systems integration analysis recommend hardware and software solutions interact with network systems administration and applications development schedule and deploy personal computer systems and software install upgrade all pc s and peripherals advanced use of imaging solutions for pc image creation and os installation respond to customer requests incidents and provide first level support remotely access diagnose and resolve requests provide advanced support for multiple enterprise applications oversee configuration maintenance and troubleshooting of end user workstation hardware software and peripheral devices relocate or change new user equipment conduct it equipment inventories and reconciliations install and configure and support voip ip based telephone co ordinated and supported a team of data entry personnel and data analysts during data integration within citrix receiver platform power church database identified metrics tracking actionable items updating project pages and attending project meetings experience with outlook slack team viewer citrix receiver cisco webex microsoft visio and jira install and upgrade hardware and software components develop and document technical processes provide technical solutions and troubleshooting services ensure proper working order of all terminals and servers provide advanced support for multiple enterprise applications oversee configuration maintenance and troubleshooting of end user workstation hardware software and peripheral devices relocate or change new user equipment conduct it equipment inventories and reconciliations maintain continual communication with end users identify gaps develop ideas create and implement software solutions ability to configure and support voip ip based telephone researched and analyzed business processes and procedures designed and implemented automated business solutions for clients in the insurance industry mastered and trained proprietary technology for multiple projects simultaneously first project completed in 90 days in an industry that averages 10 months to completion interviewed business clients to analyze their business requirements recommended and designed technological improvements to their business processes and operational procedures developed process mapping of current and future business processes prototyped new procedures and trained new users on software enhancements time management quality assurance excel project coordination project management 12 2018 08 2018 03 2017 10 2013 03 2011 present 12 2018 08 2018 12 2016 10 2013
